employee_id,employee_name,team,role_level,week_start,total_hours_worked,overtime_hours_week,after_hours_min_week,meetings_count_week,tasks_completed_week,pto_days_week,days_worked_week,weekend_work_days,busy_period_share,workload_trend_4w,baseline_hours,baseline_after_hrs,baseline_pto,hours_vs_baseline,after_hrs_vs_baseline,pto_vs_baseline,burnout_score,burnout_category
ENG_0197,Employee_0197,Frontend,Staff,2025-12-01,45.870000000000005,5.87,258,22,24,0.0,5,0,0.0,41.76,42.72,218.0,0.0,3.15,40.0,0.0,13.6,Low
ENG_0197,Employee_0197,Frontend,Staff,2025-12-08,52.61,12.61,371,31,36,0.0,5,0,1.0,46.2,42.72,218.0,0.0,9.89,153.0,0.0,38.3,Moderate
ENG_0197,Employee_0197,Frontend,Staff,2025-12-15,46.95,6.95,320,33,32,0.0,5,0,0.0,49.45,42.72,218.0,0.0,4.23,102.0,0.0,27.4,Low
ENG_0197,Employee_0197,Frontend,Staff,2025-12-22,45.51,5.63,249,25,30,0.0,5,0,0.0,47.74,42.72,218.0,0.0,2.79,31.0,0.0,17.5,Low
ENG_0197,Employee_0197,Frontend,Staff,2025-12-29,33.99,2.19,117,21,20,1.0,4,0,0.0,44.76,42.72,218.0,0.0,-8.73,-101.0,1.0,5.9,Low
ENG_0197,Employee_0197,Frontend,Staff,2026-01-05,43.36,3.36,203,31,35,0.0,5,0,0.0,42.45,42.72,218.0,0.0,0.64,-15.0,0.0,5.9,Low
ENG_0197,Employee_0197,Frontend,Staff,2026-01-12,54.78,14.78,352,21,20,0.0,5,0,1.0,44.41,42.72,218.0,0.0,12.06,134.0,0.0,38.7,Moderate
ENG_0197,Employee_0197,Frontend,Staff,2026-01-19,43.02,3.02,178,17,27,0.0,5,0,0.0,43.79,42.72,218.0,0.0,0.3,-40.0,0.0,6.4,Low
ENG_0197,Employee_0197,Frontend,Staff,2026-01-26,25.76,1.76,82,14,10,2.0,3,0,0.0,41.73,42.72,218.0,0.0,-16.96,-136.0,2.0,3.1,Low
ENG_0198,Employee_0198,DevOps,Senior,2025-06-30,56.46,16.62,378,27,23,0.0,5,1,1.0,56.46,47.195,277.0,0.0,9.26,101.0,0.0,46.8,Moderate
ENG_0198,Employee_0198,DevOps,Senior,2025-07-07,48.68,8.68,270,17,29,0.0,5,0,0.0,52.57,47.195,277.0,0.0,1.48,-7.0,0.0,20.6,Low
ENG_0198,Employee_0198,DevOps,Senior,2025-07-14,39.03,7.03,208,17,27,1.0,4,0,0.0,48.06,47.195,277.0,0.0,-8.16,-69.0,1.0,13.2,Low
ENG_0198,Employee_0198,DevOps,Senior,2025-07-21,47.93,7.93,320,23,24,0.0,5,0,0.0,48.02,47.195,277.0,0.0,0.73,43.0,0.0,18.3,Low
ENG_0198,Employee_0198,DevOps,Senior,2025-07-28,46.150000000000006,6.15,284,22,28,0.0,5,0,0.0,45.45,47.195,277.0,0.0,-1.04,7.0,0.0,11.3,Low
ENG_0198,Employee_0198,DevOps,Senior,2025-08-04,46.46,6.46,208,26,31,0.0,5,0,0.0,44.89,47.195,277.0,0.0,-0.73,-69.0,0.0,11.3,Low
ENG_0198,Employee_0198,DevOps,Senior,2025-08-11,38.76,6.76,197,12,23,1.0,4,0,0.0,44.82,47.195,277.0,0.0,-8.44,-80.0,1.0,11.8,Low
ENG_0198,Employee_0198,DevOps,Senior,2025-08-18,60.52,20.52,438,17,32,0.0,5,0,1.0,47.97,47.195,277.0,0.0,13.32,161.0,0.0,49.2,Moderate
ENG_0198,Employee_0198,DevOps,Senior,2025-08-25,62.870000000000005,22.87,492,20,22,0.0,5,0,1.0,52.15,47.195,277.0,0.0,15.68,215.0,0.0,57.9,Moderate
ENG_0198,Employee_0198,DevOps,Senior,2025-09-01,39.620000000000005,7.62,218,17,28,1.0,4,0,0.0,50.44,47.195,277.0,0.0,-7.57,-59.0,1.0,16.6,Low
ENG_0198,Employee_0198,DevOps,Senior,2025-09-08,38.7,6.7,181,15,19,1.0,4,0,0.0,50.43,47.195,277.0,0.0,-8.49,-96.0,1.0,15.0,Low
ENG_0198,Employee_0198,DevOps,Senior,2025-09-15,49.02,9.02,252,27,24,0.0,5,0,0.0,47.55,47.195,277.0,0.0,1.82,-25.0,0.0,16.1,Low
ENG_0198,Employee_0198,DevOps,Senior,2025-09-22,48.91,8.91,278,19,35,0.0,5,0,0.0,44.06,47.195,277.0,0.0,1.71,1.0,0.0,15.7,Low
ENG_0198,Employee_0198,DevOps,Senior,2025-09-29,62.3,22.3,447,18,21,0.0,5,0,1.0,49.73,47.195,277.0,0.0,15.1,170.0,0.0,51.7,Moderate
ENG_0198,Employee_0198,DevOps,Senior,2025-10-06,59.63,19.63,362,19,26,0.0,5,0,1.0,54.96,47.195,277.0,0.0,12.44,85.0,0.0,49.2,Moderate
ENG_0198,Employee_0198,DevOps,Senior,2025-10-13,48.44,8.44,295,16,36,0.0,5,0,0.0,54.82,47.195,277.0,0.0,1.24,18.0,0.0,23.9,Low
ENG_0198,Employee_0198,DevOps,Senior,2025-10-20,37.56,5.56,201,23,20,1.0,4,0,0.0,51.98,47.195,277.0,0.0,-9.63,-76.0,1.0,14.5,Low
ENG_0198,Employee_0198,DevOps,Senior,2025-10-27,66.84,19.95,461,36,28,0.0,6,1,1.0,53.12,47.195,277.0,0.0,19.65,184.0,0.0,56.2,Moderate
ENG_0198,Employee_0198,DevOps,Senior,2025-11-03,61.18,21.18,532,22,21,0.0,5,0,1.0,53.5,47.195,277.0,0.0,13.98,255.0,0.0,62.6,Moderate
ENG_0198,Employee_0198,DevOps,Senior,2025-11-10,49.95,9.95,300,24,17,0.0,5,0,0.0,53.88,47.195,277.0,0.0,2.76,23.0,0.0,26.0,Low
ENG_0198,Employee_0198,DevOps,Senior,2025-11-17,60.91,20.91,442,24,16,0.0,5,0,1.0,59.72,47.195,277.0,0.0,13.71,165.0,0.0,61.3,Moderate
ENG_0198,Employee_0198,DevOps,Senior,2025-11-24,27.97,3.97,221,15,16,2.0,3,0,0.0,50.0,47.195,277.0,0.0,-19.23,-56.0,2.0,9.8,Low
ENG_0198,Employee_0198,DevOps,Senior,2025-12-01,62.94,22.94,518,21,18,0.0,5,0,1.0,50.44,47.195,277.0,0.0,15.74,241.0,0.0,58.3,Moderate
ENG_0198,Employee_0198,DevOps,Senior,2025-12-08,29.07,5.07,148,11,14,2.0,3,0,0.0,45.22,47.195,277.0,0.0,-18.12,-129.0,2.0,8.9,Low
ENG_0198,Employee_0198,DevOps,Senior,2025-12-15,48.27,8.27,264,19,19,0.0,5,0,0.0,42.06,47.195,277.0,0.0,1.07,-13.0,0.0,14.5,Low
ENG_0198,Employee_0198,DevOps,Senior,2025-12-22,39.64,7.64,217,17,23,1.0,4,0,0.0,44.98,47.195,277.0,0.0,-7.56,-60.0,1.0,13.4,Low
ENG_0198,Employee_0198,DevOps,Senior,2025-12-29,47.93,7.93,293,13,35,0.0,5,0,0.0,41.23,47.195,277.0,0.0,0.73,16.0,0.0,15.2,Low
ENG_0198,Employee_0198,DevOps,Senior,2026-01-05,40.18,8.18,234,14,20,1.0,4,0,0.0,44.0,47.195,277.0,0.0,-7.02,-43.0,1.0,14.3,Low
ENG_0198,Employee_0198,DevOps,Senior,2026-01-12,38.56,6.56,202,16,24,1.0,4,0,0.0,41.58,47.195,277.0,0.0,-8.63,-75.0,1.0,11.5,Low
ENG_0198,Employee_0198,DevOps,Senior,2026-01-19,49.16,9.16,276,22,23,0.0,5,0,0.0,43.96,47.195,277.0,0.0,1.97,-1.0,0.0,16.0,Low
ENG_0198,Employee_0198,DevOps,Senior,2026-01-26,49.13,9.13,293,24,38,0.0,5,0,0.0,44.26,47.195,277.0,0.0,1.94,16.0,0.0,17.3,Low
ENG_0199,Employee_0199,Mobile,Mid,2025-06-30,33.86,2.54,161,13,17,0.0,4,0,0.0,33.86,40.53,195.5,0.0,-6.67,-34.5,0.0,4.4,Low
ENG_0199,Employee_0199,Mobile,Mid,2025-07-07,26.51,2.51,116,16,13,2.0,3,0,0.0,30.18,40.53,195.5,0.0,-14.02,-79.5,2.0,4.4,Low
ENG_0199,Employee_0199,Mobile,Mid,2025-07-14,44.52,4.52,174,20,21,0.0,5,0,0.0,34.96,40.53,195.5,0.0,3.99,-21.5,0.0,7.9,Low
ENG_0199,Employee_0199,Mobile,Mid,2025-07-21,36.54,4.54,143,10,22,1.0,4,0,0.0,35.36,40.53,195.5,0.0,-3.99,-52.5,1.0,7.9,Low
ENG_0199,Employee_0199,Mobile,Mid,2025-07-28,58.02,18.02,359,22,31,0.0,5,0,1.0,41.4,40.53,195.5,0.0,17.49,163.5,0.0,46.0,Moderate
ENG_0199,Employee_0199,Mobile,Mid,2025-08-04,56.62,16.62,334,31,35,0.0,5,0,1.0,48.92,40.53,195.5,0.0,16.09,138.5,0.0,49.0,Moderate
ENG_0199,Employee_0199,Mobile,Mid,2025-08-11,56.61,16.61,373,17,15,0.0,5,0,1.0,51.95,40.53,195.5,0.0,16.08,177.5,0.0,55.3,Moderate
ENG_0199,Employee_0199,Mobile,Mid,2025-08-18,36.4,4.4,217,14,19,1.0,4,0,0.0,51.91,40.53,195.5,0.0,-4.13,21.5,1.0,20.9,Low
ENG_0199,Employee_0199,Mobile,Mid,2025-08-25,55.1,15.1,374,19,26,0.0,5,0,1.0,51.18,40.53,195.5,0.0,14.57,178.5,0.0,52.0,Moderate
ENG_0199,Employee_0199,Mobile,Mid,2025-09-01,45.53,5.53,170,16,23,0.0,5,0,0.0,48.41,40.53,195.5,0.0,5.0,-25.5,0.0,17.6,Low
ENG_0199,Employee_0199,Mobile,Mid,2025-09-08,55.51,15.51,384,19,32,0.0,5,0,1.0,48.14,40.53,195.5,0.0,14.98,188.5,0.0,50.5,Moderate
ENG_0199,Employee_0199,Mobile,Mid,2025-09-15,37.36,5.36,152,10,16,1.0,4,0,0.0,48.38,40.53,195.5,0.0,-3.17,-43.5,1.0,17.2,Low
ENG_0199,Employee_0199,Mobile,Mid,2025-09-22,45.57,5.57,203,13,22,0.0,5,0,0.0,45.99,40.53,195.5,0.0,5.04,7.5,0.0,15.8,Low
ENG_0199,Employee_0199,Mobile,Mid,2025-09-29,46.54,14.54,343,18,13,1.0,4,0,1.0,46.24,40.53,195.5,0.0,6.01,147.5,1.0,43.4,Moderate
ENG_0199,Employee_0199,Mobile,Mid,2025-10-06,35.230000000000004,3.23,191,9,14,1.0,4,0,0.0,41.18,40.53,195.5,0.0,-5.3,-4.5,1.0,6.3,Low
ENG_0199,Employee_0199,Mobile,Mid,2025-10-13,36.81,4.81,196,11,23,1.0,4,0,0.0,41.04,40.53,195.5,0.0,-3.72,0.5,1.0,9.0,Low
ENG_0199,Employee_0199,Mobile,Mid,2025-10-20,44.76,4.87,221,25,16,0.0,5,0,0.0,40.84,40.53,195.5,0.0,4.23,25.5,0.0,11.0,Low
ENG_0199,Employee_0199,Mobile,Mid,2025-10-27,43.13,3.15,224,17,19,0.0,5,0,0.0,39.98,40.53,195.5,0.0,2.6,28.5,0.0,7.9,Low
ENG_0199,Employee_0199,Mobile,Mid,2025-11-03,45.81,5.81,211,14,30,0.0,5,0,0.0,42.63,40.53,195.5,0.0,5.28,15.5,0.0,13.6,Low
ENG_0199,Employee_0199,Mobile,Mid,2025-11-10,45.25,5.25,195,27,30,0.0,5,0,0.0,44.74,40.53,195.5,0.0,4.72,-0.5,0.0,13.4,Low
ENG_0199,Employee_0199,Mobile,Mid,2025-11-17,45.43,5.43,223,10,25,0.0,5,0,0.0,44.9,40.53,195.5,0.0,4.9,27.5,0.0,16.2,Low
ENG_0199,Employee_0199,Mobile,Mid,2025-11-24,45.47,5.47,176,18,25,0.0,5,0,0.0,45.49,40.53,195.5,0.0,4.94,-19.5,0.0,14.5,Low
ENG_0199,Employee_0199,Mobile,Mid,2025-12-01,45.51,13.51,336,7,23,1.0,4,0,1.0,45.42,40.53,195.5,0.0,4.98,140.5,1.0,40.2,Moderate
ENG_0199,Employee_0199,Mobile,Mid,2025-12-08,44.620000000000005,4.62,225,12,24,0.0,5,0,0.0,45.26,40.53,195.5,0.0,4.09,29.5,0.0,15.3,Low
ENG_0199,Employee_0199,Mobile,Mid,2025-12-15,58.13,18.13,442,13,21,0.0,5,0,1.0,48.43,40.53,195.5,0.0,17.6,246.5,0.0,60.2,Moderate
ENG_0199,Employee_0199,Mobile,Mid,2025-12-22,57.49,17.49,351,13,23,0.0,5,0,1.0,51.44,40.53,195.5,0.0,16.96,155.5,0.0,54.5,Moderate
ENG_0199,Employee_0199,Mobile,Mid,2025-12-29,45.58,5.58,211,18,29,0.0,5,0,0.0,51.46,40.53,195.5,0.0,5.05,15.5,0.0,22.0,Low
ENG_0199,Employee_0199,Mobile,Mid,2026-01-05,46.66,6.66,247,15,35,0.0,5,0,0.0,51.96,40.53,195.5,0.0,6.13,51.5,0.0,27.4,Low
ENG_0199,Employee_0199,Mobile,Mid,2026-01-12,44.67,4.75,194,21,25,0.0,5,0,0.0,48.6,40.53,195.5,0.0,4.14,-1.5,0.0,16.4,Low
ENG_0199,Employee_0199,Mobile,Mid,2026-01-19,36.9,4.9,129,10,26,1.0,4,0,0.0,43.45,40.53,195.5,0.0,-3.63,-66.5,1.0,11.5,Low
ENG_0199,Employee_0199,Mobile,Mid,2026-01-26,45.32,5.32,215,17,35,0.0,5,0,0.0,43.39,40.53,195.5,0.0,4.79,19.5,0.0,13.8,Low
ENG_0200,Employee_0200,Platform,Junior,2025-06-30,42.17,10.17,308,15,20,0.0,4,0,1.0,42.17,42.465,275.5,0.0,-0.3,32.5,0.0,20.5,Low
ENG_0200,Employee_0200,Platform,Junior,2025-07-07,33.07,1.41,168,7,15,1.0,4,0,0.0,37.62,42.465,275.5,0.0,-9.4,-107.5,1.0,2.5,Low
ENG_0200,Employee_0200,Platform,Junior,2025-07-14,49.89,9.89,368,16,28,0.0,5,0,1.0,41.71,42.465,275.5,0.0,7.42,92.5,0.0,25.0,Low
ENG_0200,Employee_0200,Platform,Junior,2025-07-21,42.03,2.24,243,6,22,0.0,5,0,0.0,41.79,42.465,275.5,0.0,-0.44,-32.5,0.0,3.9,Low
ENG_0200,Employee_0200,Platform,Junior,2025-07-28,40.48,0.8,202,7,17,0.0,5,0,0.0,41.37,42.465,275.5,0.0,-1.99,-73.5,0.0,1.4,Low
ENG_0200,Employee_0200,Platform,Junior,2025-08-04,42.76,2.76,237,12,21,0.0,5,0,0.0,43.79,42.465,275.5,0.0,0.29,-38.5,0.0,6.2,Low
ENG_0200,Employee_0200,Platform,Junior,2025-08-11,62.0,9.39,416,22,34,0.0,7,2,1.0,46.82,42.465,275.5,0.0,19.53,140.5,0.0,32.5,Low
ENG_0200,Employee_0200,Platform,Junior,2025-08-18,49.84,9.84,333,15,20,0.0,5,0,1.0,48.77,42.465,275.5,0.0,7.38,57.5,0.0,28.3,Low
ENG_0200,Employee_0200,Platform,Junior,2025-08-25,40.07,1.2,226,11,21,0.0,5,0,0.0,48.67,42.465,275.5,0.0,-2.4,-49.5,0.0,8.3,Low
ENG_0200,Employee_0200,Platform,Junior,2025-09-01,31.13,0.37,168,7,16,1.0,4,0,0.0,45.76,42.465,275.5,0.0,-11.34,-107.5,1.0,3.9,Low
ENG_0200,Employee_0200,Platform,Junior,2025-09-08,41.42,2.09,135,10,30,0.0,5,0,0.0,40.62,42.465,275.5,0.0,-1.05,-140.5,0.0,3.7,Low
ENG_0200,Employee_0200,Platform,Junior,2025-09-15,39.04,0.67,152,4,23,0.0,5,0,0.0,37.92,42.465,275.5,0.0,-3.43,-123.5,0.0,1.2,Low
ENG_0200,Employee_0200,Platform,Junior,2025-09-22,39.09,0.92,186,7,23,0.0,5,0,0.0,37.67,42.465,275.5,0.0,-3.38,-89.5,0.0,1.6,Low
ENG_0200,Employee_0200,Platform,Junior,2025-09-29,31.86,0.97,130,15,18,1.0,4,0,0.0,37.85,42.465,275.5,0.0,-10.61,-145.5,1.0,1.7,Low
ENG_0200,Employee_0200,Platform,Junior,2025-10-06,41.68,1.78,164,13,22,0.0,5,0,0.0,37.92,42.465,275.5,0.0,-0.79,-111.5,0.0,3.1,Low
ENG_0200,Employee_0200,Platform,Junior,2025-10-13,40.34,1.48,253,8,17,0.0,5,0,0.0,38.24,42.465,275.5,0.0,-2.12,-22.5,0.0,2.6,Low
ENG_0200,Employee_0200,Platform,Junior,2025-10-20,50.9,10.9,436,9,25,0.0,5,0,1.0,41.2,42.465,275.5,0.0,8.43,160.5,0.0,32.4,Low
ENG_0200,Employee_0200,Platform,Junior,2025-10-27,50.45,10.45,324,15,29,0.0,5,0,1.0,45.84,42.465,275.5,0.0,7.98,48.5,0.0,25.7,Low
ENG_0200,Employee_0200,Platform,Junior,2025-11-03,39.9,0.62,177,7,31,0.0,5,0,0.0,45.4,42.465,275.5,0.0,-2.57,-98.5,0.0,4.0,Low
ENG_0200,Employee_0200,Platform,Junior,2025-11-10,58.18,11.52,408,15,27,0.0,6,1,1.0,49.86,42.465,275.5,0.0,15.71,132.5,0.0,38.6,Moderate
ENG_0200,Employee_0200,Platform,Junior,2025-11-17,41.06,1.47,146,10,24,0.0,5,0,0.0,47.4,42.465,275.5,0.0,-1.41,-129.5,0.0,7.5,Low
ENG_0200,Employee_0200,Platform,Junior,2025-11-24,40.4,1.01,126,11,24,0.0,5,0,0.0,44.88,42.465,275.5,0.0,-2.07,-149.5,0.0,4.2,Low
ENG_0200,Employee_0200,Platform,Junior,2025-12-01,57.44,11.01,414,11,27,0.0,6,1,1.0,49.27,42.465,275.5,0.0,14.97,138.5,0.0,37.6,Moderate
ENG_0200,Employee_0200,Platform,Junior,2025-12-08,43.26,3.26,270,16,22,0.0,5,0,0.0,45.54,42.465,275.5,0.0,0.79,-5.5,0.0,8.8,Low
ENG_0200,Employee_0200,Platform,Junior,2025-12-15,41.07,2.3,177,9,30,0.0,5,0,0.0,45.54,42.465,275.5,0.0,-1.4,-98.5,0.0,7.1,Low
ENG_0200,Employee_0200,Platform,Junior,2025-12-22,40.510000000000005,1.83,152,11,21,0.0,5,0,0.0,45.57,42.465,275.5,0.0,-1.95,-123.5,0.0,6.3,Low
ENG_0200,Employee_0200,Platform,Junior,2025-12-29,31.29,0.49,79,9,22,1.0,4,0,0.0,39.03,42.465,275.5,0.0,-11.18,-196.5,1.0,0.9,Low
ENG_0200,Employee_0200,Platform,Junior,2026-01-05,31.3,0.0,173,4,17,1.0,4,0,0.0,36.04,42.465,275.5,0.0,-11.17,-102.5,1.0,0.0,Low
ENG_0200,Employee_0200,Platform,Junior,2026-01-12,41.91,1.91,251,15,19,0.0,5,0,0.0,36.25,42.465,275.5,0.0,-0.56,-24.5,0.0,3.3,Low
ENG_0200,Employee_0200,Platform,Junior,2026-01-19,49.87,9.87,393,13,18,0.0,5,0,1.0,38.59,42.465,275.5,0.0,7.4,117.5,0.0,27.1,Low
ENG_0200,Employee_0200,Platform,Junior,2026-01-26,39.01,0.86,110,8,27,0.0,5,0,0.0,40.52,42.465,275.5,0.0,-3.46,-165.5,0.0,1.5,Low
ENG_0201,Employee_0201,QA Automation,Senior,2025-06-30,37.03,5.03,177,13,17,0.0,4,0,0.0,37.03,46.64,190.0,0.0,-9.61,-13.0,0.0,8.8,Low
ENG_0201,Employee_0201,QA Automation,Senior,2025-07-07,57.01,17.01,346,21,30,0.0,5,0,1.0,47.02,46.64,190.0,0.0,10.37,156.0,0.0,43.1,Moderate
ENG_0201,Employee_0201,QA Automation,Senior,2025-07-14,46.32,6.32,159,23,38,0.0,5,0,0.0,46.79,46.64,190.0,0.0,-0.32,-31.0,0.0,11.2,Low
ENG_0201,Employee_0201,QA Automation,Senior,2025-07-21,55.94,15.94,347,32,18,0.0,5,0,1.0,49.08,46.64,190.0,0.0,9.3,157.0,0.0,43.4,Moderate
ENG_0201,Employee_0201,QA Automation,Senior,2025-07-28,27.32,3.34,91,10,15,2.0,3,0,0.0,46.65,46.64,190.0,0.0,-19.32,-99.0,2.0,5.9,Low
ENG_0201,Employee_0201,QA Automation,Senior,2025-08-04,46.96,6.96,223,24,27,0.0,5,0,0.0,44.14,46.64,190.0,0.0,0.32,33.0,0.0,14.9,Low
ENG_0201,Employee_0201,QA Automation,Senior,2025-08-11,47.24,7.24,139,19,28,0.0,5,0,0.0,44.36,46.64,190.0,0.0,0.6,-51.0,0.0,12.7,Low
ENG_0201,Employee_0201,QA Automation,Senior,2025-08-18,45.63,5.63,203,19,37,0.0,5,0,0.0,41.79,46.64,190.0,0.0,-1.01,13.0,0.0,10.9,Low
ENG_0201,Employee_0201,QA Automation,Senior,2025-08-25,55.25,15.25,343,19,22,0.0,5,0,1.0,48.77,46.64,190.0,0.0,8.61,153.0,0.0,41.6,Moderate
ENG_0201,Employee_0201,QA Automation,Senior,2025-09-01,46.96,6.96,212,23,24,0.0,5,0,0.0,48.77,46.64,190.0,0.0,0.32,22.0,0.0,16.1,Low
ENG_0201,Employee_0201,QA Automation,Senior,2025-09-08,47.22,7.22,221,17,28,0.0,5,0,0.0,48.76,46.64,190.0,0.0,0.58,31.0,0.0,17.3,Low
ENG_0201,Employee_0201,QA Automation,Senior,2025-09-15,47.08,7.08,194,20,15,0.0,5,0,0.0,49.13,46.64,190.0,0.0,0.44,4.0,0.0,15.2,Low
ENG_0201,Employee_0201,QA Automation,Senior,2025-09-22,61.67,21.67,421,30,38,0.0,5,0,1.0,50.73,46.64,190.0,0.0,15.03,231.0,0.0,58.3,Moderate
ENG_0201,Employee_0201,QA Automation,Senior,2025-09-29,36.89,4.89,168,12,17,1.0,4,0,0.0,48.22,46.64,190.0,0.0,-9.75,-22.0,1.0,10.1,Low
ENG_0201,Employee_0201,QA Automation,Senior,2025-10-06,58.58,18.58,355,23,23,0.0,5,0,1.0,51.05,46.64,190.0,0.0,11.94,165.0,0.0,50.7,Moderate
ENG_0201,Employee_0201,QA Automation,Senior,2025-10-13,45.17,5.17,100,22,25,0.0,5,0,0.0,50.58,46.64,190.0,0.0,-1.47,-90.0,0.0,13.0,Low
ENG_0201,Employee_0201,QA Automation,Senior,2025-10-20,35.6,3.6,168,13,24,1.0,4,0,0.0,44.06,46.64,190.0,0.0,-11.04,-22.0,1.0,6.3,Low
ENG_0201,Employee_0201,QA Automation,Senior,2025-10-27,56.44,16.44,259,26,23,0.0,5,0,1.0,48.95,46.64,190.0,0.0,9.8,69.0,0.0,36.8,Moderate
ENG_0201,Employee_0201,QA Automation,Senior,2025-11-03,48.48,8.48,191,19,26,0.0,5,0,0.0,46.42,46.64,190.0,0.0,1.84,1.0,0.0,14.9,Low
ENG_0201,Employee_0201,QA Automation,Senior,2025-11-10,57.48,17.48,310,22,15,0.0,5,0,1.0,49.5,46.64,190.0,0.0,10.84,120.0,0.0,43.4,Moderate
ENG_0201,Employee_0201,QA Automation,Senior,2025-11-17,34.97,2.97,139,13,21,1.0,4,0,0.0,49.34,46.64,190.0,0.0,-11.67,-51.0,1.0,7.9,Low
ENG_0201,Employee_0201,QA Automation,Senior,2025-11-24,46.15,6.15,242,30,27,0.0,5,0,0.0,46.77,46.64,190.0,0.0,-0.49,52.0,0.0,15.2,Low
ENG_0201,Employee_0201,QA Automation,Senior,2025-12-01,44.84,4.84,158,19,24,0.0,5,0,0.0,45.86,46.64,190.0,0.0,-1.8,-32.0,0.0,8.5,Low
ENG_0201,Employee_0201,QA Automation,Senior,2025-12-08,57.22,17.22,351,24,22,0.0,5,0,1.0,45.8,46.64,190.0,0.0,10.58,161.0,0.0,43.6,Moderate
ENG_0201,Employee_0201,QA Automation,Senior,2025-12-15,46.22,6.22,198,16,20,0.0,5,0,0.0,48.61,46.64,190.0,0.0,-0.42,8.0,0.0,13.5,Low
ENG_0201,Employee_0201,QA Automation,Senior,2025-12-22,55.54,15.54,310,28,29,0.0,5,0,1.0,50.96,46.64,190.0,0.0,8.9,120.0,0.0,41.5,Moderate
ENG_0201,Employee_0201,QA Automation,Senior,2025-12-29,45.18,5.18,150,10,24,0.0,5,0,0.0,51.04,46.64,190.0,0.0,-1.46,-40.0,0.0,13.5,Low
ENG_0201,Employee_0201,QA Automation,Senior,2026-01-05,35.42,3.42,111,18,25,1.0,4,0,0.0,45.59,46.64,190.0,0.0,-11.22,-79.0,1.0,6.0,Low
ENG_0201,Employee_0201,QA Automation,Senior,2026-01-12,37.24,5.24,112,15,22,1.0,4,0,0.0,43.34,46.64,190.0,0.0,-9.4,-78.0,1.0,9.2,Low
ENG_0201,Employee_0201,QA Automation,Senior,2026-01-19,44.99,4.99,183,16,33,0.0,5,0,0.0,40.71,46.64,190.0,0.0,-1.65,-7.0,0.0,8.7,Low
ENG_0201,Employee_0201,QA Automation,Senior,2026-01-26,46.620000000000005,6.62,241,23,26,0.0,5,0,0.0,41.07,46.64,190.0,0.0,-0.02,51.0,0.0,15.8,Low
ENG_0202,Employee_0202,Security Engineering,Mid,2025-06-30,35.72,3.72,293,13,16,0.0,4,0,0.0,35.72,42.86,328.5,0.0,-7.14,-35.5,0.0,6.5,Low
ENG_0202,Employee_0202,Security Engineering,Mid,2025-07-07,42.55,2.55,315,16,21,0.0,5,0,0.0,39.14,42.86,328.5,0.0,-0.31,-13.5,0.0,4.5,Low
ENG_0202,Employee_0202,Security Engineering,Mid,2025-07-14,52.19,12.19,506,21,19,0.0,5,0,1.0,43.49,42.86,328.5,0.0,9.33,177.5,0.0,36.8,Moderate
ENG_0202,Employee_0202,Security Engineering,Mid,2025-07-21,43.32,3.32,342,16,24,0.0,5,0,0.0,43.44,42.86,328.5,0.0,0.46,13.5,0.0,7.5,Low
ENG_0202,Employee_0202,Security Engineering,Mid,2025-07-28,42.86,2.86,293,15,26,0.0,5,0,0.0,45.23,42.86,328.5,0.0,0.0,-35.5,0.0,7.4,Low
ENG_0202,Employee_0202,Security Engineering,Mid,2025-08-04,33.86,1.86,274,5,20,1.0,4,0,0.0,43.06,42.86,328.5,0.0,-9.0,-54.5,1.0,3.5,Low
ENG_0202,Employee_0202,Security Engineering,Mid,2025-08-11,52.75,12.75,537,24,20,0.0,5,0,1.0,43.2,42.86,328.5,0.0,9.89,208.5,0.0,40.0,Moderate
ENG_0202,Employee_0202,Security Engineering,Mid,2025-08-18,42.86,3.06,393,20,17,0.0,5,0,0.0,43.08,42.86,328.5,0.0,0.0,64.5,0.0,11.0,Low
ENG_0202,Employee_0202,Security Engineering,Mid,2025-08-25,44.96,4.96,332,11,22,0.0,5,0,0.0,43.61,42.86,328.5,0.0,2.1,3.5,0.0,9.7,Low
ENG_0202,Employee_0202,Security Engineering,Mid,2025-09-01,52.5,12.5,465,12,20,0.0,5,0,1.0,48.27,42.86,328.5,0.0,9.64,136.5,0.0,38.7,Moderate
ENG_0202,Employee_0202,Security Engineering,Mid,2025-09-08,44.3,4.55,314,11,25,0.0,5,0,0.0,46.16,42.86,328.5,0.0,1.44,-14.5,0.0,11.3,Low
ENG_0202,Employee_0202,Security Engineering,Mid,2025-09-15,53.88,13.88,518,19,27,0.0,5,0,1.0,48.91,42.86,328.5,0.0,11.02,189.5,0.0,46.1,Moderate
ENG_0202,Employee_0202,Security Engineering,Mid,2025-09-22,43.32,3.32,343,15,27,0.0,5,0,0.0,48.5,42.86,328.5,0.0,0.46,14.5,0.0,12.7,Low
ENG_0202,Employee_0202,Security Engineering,Mid,2025-09-29,42.73,3.21,344,11,28,0.0,5,0,0.0,46.06,42.86,328.5,0.0,-0.13,15.5,0.0,10.1,Low
ENG_0202,Employee_0202,Security Engineering,Mid,2025-10-06,36.07,4.07,244,8,18,1.0,4,0,0.0,44.0,42.86,328.5,0.0,-6.79,-84.5,1.0,8.3,Low
ENG_0202,Employee_0202,Security Engineering,Mid,2025-10-13,42.92,2.92,330,14,23,0.0,5,0,0.0,41.26,42.86,328.5,0.0,0.06,1.5,0.0,5.2,Low
